City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
479,Katangli,RU,51.7102,143.2326,14.04,96,100,7.56,overcast clouds
480,Phalaborwa,ZA,-23.943,31.1411,70.41,55,5,5.64,clear sky
481,Cabildo,AR,-38.4842,-61.8954,68.23,21,100,11.74,overcast clouds
482,Ust-Barguzin,RU,53.45,108.9833,-6.09,99,99,2.73,overcast clouds
483,Maunabo,PR,18.0072,-65.8993,85.46,77,3,17.29,clear sky
484,Qandala,SO,11.472,49.8728,80.51,58,0,8.01,clear sky
485,Hurghada,EG,27.2574,33.8129,66.24,37,0,17.27,clear sky
486,Huambo,AO,-12.7761,15.7392,63.73,83,100,4.34,light rain
487,Chifeng,CN,42.2683,118.9636,25.03,42,97,4.29,overcast clouds
488,Gospic,HR,44.5461,15.3747,37.09,68,2,5.41,clear sky
489,Doctor Arroyo,MX,23.6667,-100.1833,71.42,35,0,11.1,clear sky
490,Hirtshals,DK,57.5881,9.9592,42.44,67,0,3.44,clear sky
491,Matay,EG,28.419,30.7792,62.46,34,100,22.55,overcast clouds
492,Tulum,MX,20.2167,-87.4667,85.23,61,4,9.73,clear sky
493,Staraya Russa,RU,57.9944,31.3608,30.42,96,23,4.29,few clouds
494,Roy,US,41.1616,-112.0263,59.16,32,0,11.01,clear sky
495,Codrington,AU,-38.2667,141.9667,60.28,89,91,7.78,overcast clouds
496,Bristol,US,41.8334,-71.1662,58.91,92,100,8.99,moderate rain
497,Mafra,BR,-26.1114,-49.8053,78.13,65,89,2.71,light rain
498,Riachao,BR,-7.3619,-46.6172,80.64,75,63,3.4,light rain
499,Nhulunbuy,AU,-12.2333,136.7667,79.41,94,40,0.0,scattered clouds
500,Tukrah,LY,32.5341,20.5791,51.35,71,100,28.61,overcast clouds
501,Ozu,JP,33.5,132.55,44.19,87,100,7.94,overcast clouds
502,Pocone,BR,-16.2567,-56.6228,79.43,86,68,8.32,broken clouds
503,Vredendal,ZA,-31.6683,18.5012,82.26,48,40,6.15,scattered clouds
504,Carutapera,BR,-1.195,-46.02,74.73,95,100,3.06,light rain
505,Mandurah,AU,-32.55,115.7,68.18,62,100,13.85,light rain
506,Biak,ID,-0.9131,122.8766,76.48,85,100,3.18,overcast clouds
507,Baghmara,IN,23.795,86.2085,78.4,32,11,3.0,few clouds
508,Naushki,RU,50.3828,106.1056,-2.24,97,84,1.9,broken clouds
509,Methven,NZ,-43.6333,171.65,50.47,99,100,1.88,overcast clouds
510,Kulu,TR,39.0951,33.0799,23.05,56,10,11.56,clear sky
511,Pasighat,IN,28.0667,95.3333,73.96,38,4,3.76,clear sky
512,Tabou,CI,4.423,-7.3528,80.89,83,68,10.45,broken clouds
513,Onalaska,US,43.8844,-91.2351,47.26,65,0,11.5,clear sky
514,Los Llanos De Aridane,ES,28.6585,-17.9182,62.35,67,20,1.99,few clouds
515,Mackenzie,CA,55.2999,-123.1698,37.62,87,100,5.75,overcast clouds
516,Abnub,EG,27.2696,31.1511,62.82,30,100,13.09,overcast clouds
517,Constitucion,CL,-35.3333,-72.4167,68.79,45,100,13.13,overcast clouds
518,Rocha,UY,-34.4833,-54.3333,64.02,43,7,12.08,clear sky
519,Banfora,BF,10.6333,-4.7667,89.58,38,8,3.85,clear sky
520,Atocha,BO,-20.9333,-66.2333,58.23,46,100,9.48,overcast clouds
521,Pochutla,MX,15.7432,-96.4661,89.82,38,0,10.0,clear sky
522,Chipinge,ZW,-20.1883,32.6236,62.42,69,100,2.35,overcast clouds
523,Vostok,RU,46.4856,135.8833,9.19,99,100,0.78,overcast clouds
524,Camabatela,AO,-8.1881,15.375,62.62,96,88,1.59,light rain
525,Port Keats,AU,-14.25,129.55,82.06,78,99,2.91,overcast clouds
526,Halifax,CA,44.6453,-63.5724,37.69,68,100,9.22,overcast clouds
527,Andilamena,MG,-17.0167,48.5833,67.75,98,100,2.44,moderate rain
528,Wukari,NG,7.85,9.7833,85.46,11,97,3.85,overcast clouds
529,Hermsdorf,DE,50.9,11.8667,41.31,49,0,10.0,clear sky
530,Gunjur,GM,13.2019,-16.7339,69.73,75,99,17.31,overcast clouds
531,Haines Junction,CA,60.7522,-137.5108,33.75,51,92,1.14,overcast clouds
532,Denpasar,ID,-8.65,115.2167,80.26,94,40,8.05,scattered clouds
533,Norman,US,35.2226,-97.4395,70.23,22,4,14.0,clear sky
534,Hambantota,LK,6.1241,81.1185,77.34,100,20,2.3,few clouds
535,Opuwo,NA,-18.0607,13.84,75.78,48,100,7.63,overcast clouds
536,Inhambane,MZ,-23.865,35.3833,73.38,83,75,8.05,broken clouds
537,Caronport,CA,50.4501,-105.8179,48.38,90,11,6.42,few clouds
538,Oranjestad,AW,12.524,-70.027,84.15,65,20,26.46,few clouds
539,Spearfish,US,44.4908,-103.8594,56.88,24,20,11.5,few clouds
540,Dongsheng,CN,39.8161,109.9776,31.17,54,64,7.43,broken clouds
541,Dotnuva,LT,55.35,23.9,41.22,74,6,4.74,clear sky
542,Kungurtug,RU,50.5994,97.5228,-4.22,97,87,2.64,overcast clouds
543,Ibotirama,BR,-12.1853,-43.2206,92.19,31,63,6.76,broken clouds
544,Santa Maria,BR,-29.6842,-53.8069,70.9,60,75,3.44,broken clouds
545,Kangaatsiaq,GL,68.3065,-53.4641,-1.95,90,100,14.7,overcast clouds
546,Dicabisagan,PH,17.0818,122.4157,77.32,90,62,2.89,broken clouds
547,Flin Flon,CA,54.7682,-101.865,39.04,65,20,5.75,few clouds
548,Kargil,IN,34.5667,76.1,16.83,73,2,4.21,clear sky
549,Bullhead City,US,35.1478,-114.5683,80.94,13,100,18.12,overcast clouds
550,Muzhi,RU,65.3667,64.6667,25.95,82,10,12.1,clear sky
551,Grindavik,IS,63.8424,-22.4338,35.55,100,100,17.27,overcast clouds
552,Vrangel,RU,42.7297,133.0839,28.81,63,8,6.44,clear sky
553,Lenoir,US,35.2335,-77.6497,80.89,50,100,10.36,overcast clouds
554,Belmonte,BR,-15.8631,-38.8828,82.11,66,13,8.72,few clouds
555,Khani,GE,41.9563,42.9566,26.17,94,100,3.24,overcast clouds
556,Shaoguan,CN,24.8,113.5833,72.81,85,72,3.22,broken clouds
557,Dzaoudzi,YT,-12.7887,45.2699,82.29,83,100,3.44,overcast clouds
558,Dawson Creek,CA,55.7666,-120.2362,38.84,60,20,5.75,few clouds
559,Mahajanga,MG,-15.7167,46.3167,82.42,83,20,8.05,few clouds
560,Straumen,NO,63.8709,11.2999,42.8,77,11,5.3,few clouds
561,Sinnamary,GF,5.3833,-52.95,79.0,86,66,12.37,broken clouds
562,Christchurch,NZ,-43.5333,172.6333,56.95,85,20,2.3,few clouds
563,Edd,ER,13.9297,41.6925,82.94,57,96,6.89,overcast clouds
564,Libreville,GA,0.3925,9.4537,77.02,83,20,4.61,thunderstorm
565,Srednekolymsk,RU,67.45,153.6833,-16.6,99,94,4.52,overcast clouds
566,Bubaque,GW,11.2833,-15.8333,76.03,70,100,20.42,overcast clouds
567,Akyab,MM,20.15,92.9,75.36,85,100,4.41,overcast clouds
568,Yerbogachen,RU,61.2767,108.0108,16.21,92,100,12.08,light snow
569,Chalisgaon,IN,20.4667,75.0167,85.3,19,44,4.65,scattered clouds
570,Berdigestyakh,RU,62.0989,126.6992,-17.32,100,99,3.71,overcast clouds
571,Ewa Beach,US,21.3156,-158.0072,79.68,70,0,4.61,clear sky
572,Tashtagol,RU,52.7657,87.8894,1.74,100,100,1.01,overcast clouds
573,Puksoozero,RU,62.5903,40.6066,31.42,80,100,13.96,overcast clouds
574,Faya,SA,18.3851,42.4509,60.91,62,0,4.54,clear sky
575,Aktau,KZ,43.65,51.2,27.18,44,50,17.16,scattered clouds
576,Paracuru,BR,-3.41,-39.0306,83.3,69,65,11.68,broken clouds
577,Mayo,US,38.8876,-76.5119,73.67,69,100,12.66,overcast clouds
578,Bahia Blanca,AR,-38.7196,-62.2724,70.84,23,100,7.83,overcast clouds
579,Barentu,ER,15.1139,37.5928,79.3,33,22,5.46,few clouds
580,Kaspiysk,RU,42.8816,47.6392,35.78,80,100,2.24,overcast clouds
581,Sungurlu,TR,40.1675,34.3739,23.11,79,36,6.55,scattered clouds
582,Maragogi,BR,-9.0122,-35.2225,82.53,71,88,8.46,overcast clouds
583,Geraldton,AU,-28.7667,114.6,75.61,64,11,14.97,few clouds
584,Lithakia,GR,37.7167,20.8333,47.48,49,40,8.05,scattered clouds
585,Taganak,PH,6.0833,118.3,77.14,75,100,6.06,overcast clouds
586,Tonosho,JP,34.4833,134.1833,42.84,69,21,10.22,few clouds
587,Bonaventure,CA,48.0457,-65.4926,32.58,59,100,6.91,light snow
588,Alice Springs,AU,-23.7,133.8833,69.22,32,34,4.61,scattered clouds
589,Tilichiki,RU,60.4667,166.1,13.01,95,100,6.69,light snow
590,Kolda,SN,12.8833,-14.95,104.31,16,0,4.61,clear sky
591,Sibi,PK,29.5448,67.8764,87.31,13,0,9.08,clear sky
592,Awbari,LY,26.5921,12.7805,74.89,16,0,12.62,clear sky
593,Mangit,UZ,40.5971,70.9607,44.4,70,100,0.29,light rain
594,Anito,PH,12.4497,125.2886,78.91,89,100,7.0,overcast clouds
595,Eucaliptus,BO,-17.5833,-67.5167,58.24,49,94,10.07,overcast clouds
596,Kerema,PG,-7.9631,145.7785,77.94,82,100,4.0,overcast clouds
597,Ugoofaaru,MV,5.6667,73.0,83.44,72,2,15.93,clear sky
598,Mityana,UG,0.4175,32.0228,64.65,85,100,2.98,overcast clouds
599,High Level,CA,58.5169,-117.136,32.11,69,75,8.05,broken clouds
600,Lazaro Cardenas,MX,17.9583,-102.2,85.1,42,0,10.38,clear sky
601,Kapit,MY,2.0167,112.9333,73.0,100,100,1.19,overcast clouds
602,Celestun,MX,20.8667,-90.4,83.48,69,7,10.78,clear sky
603,Solnechnyy,RU,50.7214,136.6319,6.44,95,47,4.43,scattered clouds
604,Labuhan,ID,-6.8844,112.2051,76.77,87,100,6.04,overcast clouds
605,Buala,SB,-8.145,159.5921,81.27,78,100,6.2,overcast clouds
606,Akdepe,TM,42.0551,59.3788,33.89,41,100,7.36,overcast clouds
607,Changli,CN,39.7042,119.1506,26.83,83,24,4.07,few clouds
608,Foxton,NZ,-40.4667,175.3,57.97,85,100,6.76,overcast clouds
609,Paamiut,GL,61.994,-49.6678,12.88,82,88,8.1,overcast clouds
610,Dwarka,IN,22.2394,68.9678,76.57,84,0,10.51,clear sky
611,Jamame,SO,0.0722,42.7506,77.92,80,15,8.9,few clouds
612,Sachin,IN,21.0833,72.8833,83.3,50,48,7.34,scattered clouds
613,Concordia,AR,-31.393,-58.0209,69.87,48,20,14.0,few clouds
614,Itaituba,BR,-4.2761,-55.9836,89.76,66,20,4.61,few clouds
615,Takaka,NZ,-40.85,172.8,63.55,82,100,8.61,light rain
616,Florissant,US,38.7892,-90.3226,55.85,56,100,19.57,overcast clouds
617,Batagay-Alyta,RU,67.8006,130.4114,-25.96,88,2,7.14,clear sky
618,Sambava,MG,-14.2667,50.1667,79.09,88,100,0.78,moderate rain
619,Nizwa,OM,22.9333,57.5333,72.32,25,0,4.79,clear sky
620,Hwange,ZW,-18.3693,26.5019,69.58,81,14,1.43,few clouds
621,Alofi,NU,-19.0595,-169.9187,78.69,83,100,5.75,overcast clouds
622,Weiser,US,44.251,-116.9693,58.86,54,100,1.99,overcast clouds
623,Gamba,GA,-2.65,10.0,79.0,85,11,8.99,few clouds
624,Mukhen,RU,48.1,136.1,9.91,97,100,1.25,overcast clouds
625,Campo Alegre,BR,-9.7819,-36.3508,84.11,55,82,11.59,broken clouds
626,Jamsa,FI,61.8642,25.19,39.92,81,0,10.29,clear sky
627,Buraydah,SA,26.326,43.975,72.05,13,0,12.66,clear sky
628,Biltine,TD,14.5333,20.9167,81.1,7,4,5.73,clear sky
629,Eirunepe,BR,-6.6603,-69.8736,82.9,86,85,2.26,very heavy rain
630,Silago,PH,10.5291,125.1618,80.33,88,94,7.87,overcast clouds
631,Zeya,RU,53.75,127.2667,-7.29,99,89,3.11,overcast clouds
632,Lae,PG,-6.7221,146.9847,75.52,87,99,6.02,overcast clouds
633,Khipro,PK,25.8285,69.3772,80.69,39,0,15.5,clear sky
634,Aykhal,RU,66.0,111.5,9.0,96,100,9.28,light snow
635,Anadyr,RU,64.75,177.4833,1.9,66,75,4.47,light snow
636,Laguna,US,38.421,-121.4238,57.49,74,100,11.5,overcast clouds
637,Shenjiamen,CN,29.9576,122.298,48.02,74,100,8.97,overcast clouds
638,Gurun,MY,5.8172,100.4738,82.18,90,72,1.07,broken clouds
639,Tanhacu,BR,-14.0214,-41.2481,89.6,36,26,7.9,scattered clouds
640,Amos,CA,48.5669,-78.1162,38.17,99,100,8.3,overcast clouds
641,Bonavista,CA,48.6499,-53.1147,28.69,69,22,23.91,few clouds
642,Chornukhy,UA,50.2673,32.942,30.06,72,5,4.47,clear sky
643,La Union,PE,-5.4,-80.75,90.32,37,100,10.85,overcast clouds
644,Anzio,IT,41.4853,12.6179,56.86,51,100,9.19,overcast clouds
645,Waddan,LY,29.1614,16.139,73.71,14,68,28.23,broken clouds
646,Kyzyl-Suu,KG,42.3414,78.0056,31.66,81,100,6.4,overcast clouds
647,Ndungu,TZ,-4.3667,38.05,73.71,84,100,3.06,overcast clouds
648,Fairbanks,US,64.8378,-147.7164,17.82,74,100,0.0,overcast clouds
649,Manama,BH,26.2154,50.5832,68.18,62,0,13.8,clear sky
650,Kumluca,TR,36.3703,30.2869,41.31,39,0,13.15,clear sky
651,Pachelma,RU,53.2443,43.3521,12.07,99,60,5.64,broken clouds
652,Westport,US,41.1415,-73.3579,67.93,92,0,5.01,clear sky
653,Daultala,PK,33.1925,73.1413,70.63,49,0,5.14,clear sky
654,Severnoye,RU,56.3491,78.3619,15.12,96,99,10.31,overcast clouds
655,Monrovia,LR,6.3005,-10.7969,79.79,86,17,9.06,few clouds
656,Dudinka,RU,69.4058,86.1778,4.17,97,100,7.23,overcast clouds
657,Samut Sakhon,TH,13.5833,100.3,86.02,72,100,12.77,overcast clouds
658,Daru,PG,-9.0763,143.2092,79.9,85,100,4.21,light rain
659,Abadan,IR,30.3392,48.3043,67.95,28,0,4.61,clear sky
660,Santa Fe,AR,-31.6333,-60.7,73.02,36,61,8.01,broken clouds
661,Samdrup Jongkhar,BT,26.9167,91.6167,67.28,50,9,4.79,clear sky
662,Avera,US,33.194,-82.5271,77.05,57,91,17.47,overcast clouds
663,Chelno-Vershiny,RU,54.4333,51.1,25.29,97,100,4.65,overcast clouds
664,Nixa,US,37.0434,-93.2944,60.08,41,0,10.0,clear sky
665,Dauphin,CA,51.1494,-100.0502,37.54,70,0,14.97,clear sky
666,Tarpon Springs,US,28.1461,-82.7568,88.18,66,40,11.99,scattered clouds
667,Salalah,OM,17.0151,54.0924,77.56,21,0,10.4,clear sky
668,Cintalapa,MX,16.6951,-93.7272,78.08,69,94,8.41,overcast clouds
669,Ilo,PE,-17.6394,-71.3375,72.46,68,0,11.5,clear sky
670,La Asuncion,VE,11.0333,-63.8628,85.73,62,37,18.41,scattered clouds
671,Huilong,CN,31.8111,121.655,44.92,85,100,7.43,overcast clouds
672,Krasnoselkup,RU,65.7,82.4667,21.29,95,100,13.35,light snow
673,Yenagoa,NG,4.9247,6.2642,82.62,73,100,7.23,overcast clouds
674,Sandwick,GB,60.0,-1.25,44.42,81,100,17.27,overcast clouds
675,Pangai,TO,-19.8,-174.35,81.55,72,100,9.53,overcast clouds
676,Meulaboh,ID,4.1363,96.1285,76.66,85,100,1.23,overcast clouds
677,Kaka,TM,37.3482,59.6143,41.76,46,5,6.82,clear sky
678,Diffa,NE,13.3154,12.6113,79.12,6,6,6.49,clear sky
679,Erenhot,CN,43.6475,111.9767,26.67,60,3,21.45,clear sky
680,Asfi,MA,32.2994,-9.2372,61.41,80,100,3.94,overcast clouds
681,Edson,CA,53.5835,-116.4356,35.74,51,20,2.3,few clouds
682,Skagen,DK,57.7209,10.5839,42.76,71,0,3.49,clear sky
683,Russell,US,32.3502,-85.1999,67.12,49,0,9.22,clear sky
684,Lander,US,42.833,-108.7307,49.15,40,0,4.61,clear sky
685,Kommunar,RU,59.6206,30.39,34.45,93,9,7.74,clear sky
686,Barcelona,ES,41.3888,2.159,55.74,74,100,12.66,overcast clouds
687,Loandjili,CG,-4.7561,11.8578,78.91,89,20,4.61,few clouds
688,Lakes Entrance,AU,-37.8811,147.981,52.16,88,17,6.24,few clouds
689,Floriano,BR,-6.7669,-43.0225,88.75,48,96,5.79,overcast clouds
690,Taitung,TW,22.7583,121.1444,71.94,89,100,6.26,overcast clouds
691,Deulgaon Raja,IN,20.0167,76.0333,83.7,17,97,8.72,overcast clouds
692,Puerto Colombia,CO,10.9878,-74.9547,89.69,72,100,23.4,overcast clouds
693,Camopi,GF,3.1655,-52.3158,75.31,97,100,4.81,light rain
694,Port Blair,IN,11.6667,92.75,77.04,88,75,1.14,mist
695,Veraval,IN,20.9,70.3667,76.57,77,4,11.59,clear sky
696,Areosa,PT,41.7178,-8.8571,57.74,71,100,4.59,overcast clouds
697,Ribas Do Rio Pardo,BR,-20.4431,-53.7592,83.21,69,100,6.87,very heavy rain
698,Mizdah,LY,31.4451,12.9801,57.56,60,19,22.06,few clouds
699,Mao,ES,39.8885,4.2658,55.96,88,75,12.66,broken clouds
700,Uruzgan,AF,32.8333,66.0,55.58,27,0,2.62,clear sky
701,Lokosovo,RU,61.1333,74.8167,27.41,93,99,11.83,overcast clouds
702,Linxia,CN,35.6003,103.2064,43.95,43,100,3.83,overcast clouds
703,Velingara,SN,13.15,-14.1167,95.85,12,100,5.23,overcast clouds
704,Luena,AO,-11.7833,19.9167,63.68,95,100,3.65,light rain
705,San Pedro,PH,14.35,121.0167,82.31,78,20,4.61,few clouds
706,Mercedes,AR,-34.6515,-59.4307,70.65,27,97,6.6,overcast clouds
707,Genhe,CN,50.7833,121.5167,4.21,99,100,2.42,overcast clouds
708,Buritis,BR,-15.6178,-46.4233,81.99,56,99,3.85,overcast clouds
709,Manavalakurichi,IN,8.1333,77.3,80.51,81,0,13.15,clear sky
710,Bengkulu,ID,-3.8004,102.2655,76.1,88,100,4.23,overcast clouds
711,Port Macquarie,AU,-31.4333,152.9167,60.89,88,35,10.38,scattered clouds
712,San Lawrenz,MT,36.0553,14.204,51.85,82,100,10.0,overcast clouds
713,Roanoke Rapids,US,36.4615,-77.6542,76.95,78,100,18.41,overcast clouds
714,Jimma,ET,7.6667,36.8333,63.88,75,77,2.04,broken clouds
715,Vorobyevka,RU,50.6451,40.9245,8.17,99,79,5.19,broken clouds
716,Amapa,BR,1.0,-52.0,77.81,96,98,3.09,overcast clouds
717,Araouane,ML,18.9048,-3.5265,82.13,13,0,5.77,clear sky
718,Kauhajoki,FI,62.4333,22.1833,37.38,82,11,8.43,few clouds
719,Zhangye,CN,38.9342,100.4517,42.17,44,100,1.97,overcast clouds
720,Flinders,AU,-34.5833,150.8552,62.38,86,6,6.96,clear sky
721,Barra Do Garcas,BR,-15.89,-52.2567,91.98,49,20,0.0,few clouds
722,Pevek,RU,69.7008,170.3133,-10.95,76,9,12.21,clear sky
